"Recipient","INST_TYPE_1","INST_TYPE_2","total_awards","grants","contracts","student_aid","Total_Federal_Investment"
"University of Idaho","Public"," 4-year or above",43993212.33,43482167.56,511044.77,66813881,110807093.3
"University of Illinois at Chicago","Public"," 4-year or above",199052631.82,195109685.02,3942946.8,296247560.33,495300192.1
"University of Illinois at Springfield","Public"," 4-year or above",43448,43448,0,23099574.06,23143022.1
"University of Illinois at Urbana-Champaign","Public"," 4-year or above",300172148.46,287715529.79,12456618.67,250192392.39,550364540.9
"University of Indianapolis","Private not-for-profit"," 4-year or above",640000,640000,0,56536123.13,57176123.1
"University of Iowa","Public"," 4-year or above",246589975.56,231192372.75,15397602.81,229866871.86,476456847.5
"University of Jamestown","Private not-for-profit"," 4-year or above",0,0,0,9203561,9203561
"University of Kansas","Public"," 4-year or above",156348794.51,153544258.79,2804535.72,209085489.21,365434283.7
"University of Kentucky","Public"," 4-year or above",218196567.17,206958511.21,11238055.96,219332676.76,437529244
"University of La Verne","Private not-for-profit"," 4-year or above",1403582,1403582,0,85102843.29,86506425.3
"University of Louisiana at Lafayette","Public"," 4-year or above",16442902.11,15753581.8,689320.31,91198733,107641635.1
"University of Louisiana at Monroe","Public"," 4-year or above",2883218.33,2837539.33,45679,55225006,58108224.33
"University of Louisville","Public"," 4-year or above",92717577.93,83423150.34,9294427.59,166568312,259285889.9
"University of Maine","Public"," 4-year or above",50426288.35,46463294.07,3962994.28,66012837,116439125.4
"University of Maine at Augusta","Public"," 4-year or above",1278497,1278497,0,20499442.44,21777939.4
"University of Maine at Farmington","Public"," 4-year or above",4027535.13,4027535.13,0,13127684.75,17155219.93
"University of Maine at Fort Kent","Public"," 4-year or above",317177,317177,0,5915737,6232914
"University of Maine at Machias","Public"," 4-year or above",0,0,0,3205937,3205937
"University of Maine at Presque Isle","Public"," 4-year or above",1334431.22,1334431.22,0,4425090.65,5759521.82
"University of Mary","Private not-for-profit"," 4-year or above",1388344,1388344,0,26990995,28379339
"University of Mary Hardin-Baylor","Private not-for-profit"," 4-year or above",0,0,0,41691644.73,41691644.7
"University of Mary Washington","Public"," 4-year or above",392258.46,95147.55,297110.91,24071129.06,24463387.56
"University of Maryland Center for Environmental Science",NA,NA,10761050.95,10656974.7,104076.25,0,10761050.95
"University of Maryland Eastern Shore","Public"," 4-year or above",14602256,14595756,6500,36326543.21,50928799.2
"University of Maryland-Baltimore County","Public"," 4-year or above",40835442.1,39721505.8,1113936.3,63181838.88,104017281
"University of Maryland-College Park","Public"," 4-year or above",320852552.59,302579592.98,18272959.61,164424518.53,485277071.1
"University of Maryland-University College","Public"," 4-year or above",65730,0,65730,238358198.64,238423928.6
"University of Maryland, Baltimore","Public"," 4-year or above",317263011.67,283725337,33537674.67,132592434.86,449855446.6
"University of Massachusetts Medical School Worcester","Public"," 4-year or above",221561575.27,176891386,44670189.27,18491211,240052786.3
"University of Massachusetts-Amherst","Public"," 4-year or above",107153815.58,103172776.66,3981038.92,156989179.43,264142995
"University of Massachusetts-Boston","Public"," 4-year or above",65004904.89,64610959.38,393945.51,89643112.42,154648017.3
"University of Massachusetts-Dartmouth","Public"," 4-year or above",5349037.02,5345301.36,3735.66,64347521.23,69696558.22
"University of Massachusetts-Lowell","Public"," 4-year or above",31628006.37,25976505.14,5651501.23,92385023.78,124013030.2
"University of Memphis","Public"," 4-year or above",14298167.39,14055508.86,242658.53,150593401,164891568.4
"University of Miami","Private not-for-profit"," 4-year or above",218743157.53,209506215.1,9236942.43,161544890.32,380288047.8
"University of Michigan-Ann Arbor","Public"," 4-year or above",865603044.49,817004256.86,48598787.63,259091690,1124694734
"University of Michigan-Dearborn","Public"," 4-year or above",0,0,0,49561981,49561981
"University of Michigan-Flint","Public"," 4-year or above",0,0,0,54144514,54144514
"University of Minnesota-Duluth","Public"," 4-year or above",4022113,4010113,12000,65714901,69737014
"University of Minnesota-Morris","Public"," 4-year or above",1091076,1091076,0,7284105,8375181
"University of Minnesota-Twin Cities","Public"," 4-year or above",496580097.36,472138166.03,24441931.33,338514639.08,835094736.5
"University of Mississippi","Public"," 4-year or above",49414265.06,38293498.07,11120766.99,159776118,209190383.1
"University of Mississippi Medical Center",NA,NA,50956719.08,41863829,9092890.08,0,50956719.08
"University of Missouri-Columbia","Public"," 4-year or above",122915406.45,118097973.11,4817433.34,187349472,310264878.5
"University of Missouri-Kansas City","Public"," 4-year or above",22150220.49,14422169.49,7728051,123631428,145781648.5
"University of Missouri-St Louis","Public"," 4-year or above",8229623.31,8229623.31,0,71890610.11,80120233.41
"University of Mobile","Private not-for-profit"," 4-year or above",0,0,0,14758786,14758786
"University of Montevallo","Public"," 4-year or above",5225691.14,5225691.14,0,20824581,26050272.14
"University of Mount Olive","Private not-for-profit"," 4-year or above",658958,658958,0,31458161.84,32117119.8
"University of Mount Union","Private not-for-profit"," 4-year or above",0,0,0,24460567,24460567
"University of Nebraska at Kearney","Public"," 4-year or above",635789,635789,0,32255336.65,32891125.7
"University of Nebraska at Omaha","Public"," 4-year or above",18806512.93,18386055.85,420457.08,75303104,94109616.93
"University of Nebraska Medical Center","Public"," 4-year or above",99749561.51,97349316,2400245.51,54532121.19,154281682.7
"University of Nebraska-Lincoln","Public"," 4-year or above",90486830.66,87571248.78,2915581.88,132349356,222836186.7
"University of Nevada-Las Vegas","Public"," 4-year or above",35616177.19,35307930.01,308247.18,184169096.73,219785273.9
"University of Nevada-Reno","Public"," 4-year or above",71522781.77,70104489.01,1418292.76,102895604,174418385.8
"University of New England","Private not-for-profit"," 4-year or above",8555490.03,8079600.8,475889.23,132304741,140860231
"University of New Hampshire-Main Campus","Public"," 4-year or above",66811609.58,63481690.26,3329919.32,118737982.56,185549592.2
"University of New Haven","Private not-for-profit"," 4-year or above",702091,697092,4999,70541570,71243661
"University of New Mexico-Main Campus","Public"," 4-year or above",142328602.81,127417854.97,14910747.84,143475300.31,285803903.1
"University of New Orleans","Public"," 4-year or above",5213536.74,5213536.74,0,38634274.69,43847811.44
"University of North Alabama","Public"," 4-year or above",1044390,1044390,0,45414697.74,46459087.7
"University of North Carolina at Asheville","Public"," 4-year or above",449168.25,432631.25,16537,20192917.59,20642085.85
"University of North Carolina at Chapel Hill","Public"," 4-year or above",648719668.66,623660919.59,25058749.07,204518912,853238580.7
"University of North Carolina at Charlotte","Public"," 4-year or above",32566641.27,32540945.27,25696,181630683,214197324.3
"University of North Carolina at Greensboro","Public"," 4-year or above",15575340.72,14099807.72,1475533,143266137.46,158841478.2
"University of North Carolina at Pembroke","Public"," 4-year or above",2500404.69,2500404.69,0,55893255.91,58393660.59
"University of North Carolina School of the Arts","Public"," 4-year or above",0,0,0,8520052,8520052
"University of North Carolina Wilmington","Public"," 4-year or above",3412486.18,3357506.18,54980,94643153.5,98055639.68
"University of North Dakota","Public"," 4-year or above",53553488.42,53041630.92,511857.5,76999149,130552637.4
"University of North Florida","Public"," 4-year or above",1344273.05,1332273.05,12000,70789083.52,72133356.55
"University of North Georgia","Public"," 4-year or above",2292644.1,2286291,6353.1,72901600.63,75194244.7
"University of North Texas","Public"," 4-year or above",11803262.18,11713662.18,89600,249428451.3,261231713.5
"University of North Texas at Dallas","Public"," 4-year or above",1237559,1237559,0,26545563.03,27783122
"University of North Texas Health Science Center","Public"," 4-year or above",72200057.15,37048600.18,35151456.97,42988732,115188789.2
"University of Northern Colorado","Public"," 4-year or above",5380873.27,5380873.27,0,89893078,95273951.27
"University of Northern Iowa","Public"," 4-year or above",3383722.03,2498412.47,885309.56,65887035,69270757.03
"University of Northwestern Ohio","Private not-for-profit"," 4-year or above",0,0,0,30812718.36,30812718.4
"University of Northwestern-St Paul","Private not-for-profit"," 4-year or above",0,0,0,17141249,17141249
"University of Notre Dame","Private not-for-profit"," 4-year or above",81904853.97,74351778.93,7553075.04,64833607,146738461
"University of Oklahoma-Norman Campus","Public"," 4-year or above",107501589.6,85585355.06,21916234.54,216070077.4,323571667
"University of Oregon","Public"," 4-year or above",80446986.53,79573470.01,873516.52,172640796,253087782.5
"University of Pennsylvania","Private not-for-profit"," 4-year or above",637296704.31,619630716.14,17665988.17,199238759,836535463.3
"University of Pikeville","Private not-for-profit"," 4-year or above",2272134,2272134,0,46061642.83,48333776.8
"University of Pittsburgh Medical Center-Shadyside School of Nursing","Private not-for-profit"," 2-year",0,0,0,3198440.23,3198440.2
"University of Pittsburgh-Pittsburgh Campus","Public"," 4-year or above",641326455.88,617692431.22,23634024.66,275813997,917140452.9
"University of Portland","Private not-for-profit"," 4-year or above",-78348,-78348,0,33925265.45,33846917.5
"University of Puerto Rico-Arecibo","Public"," 4-year or above",338568,338568,0,20759197.86,21097765.9
"University of Puerto Rico-Bayamon","Public"," 4-year or above",321755,321755,0,19717332.95,20039087.9
"University of Puerto Rico-Carolina","Public"," 4-year or above",-107569.87,-107569.87,0,11936273.72,11828703.83
"University of Puerto Rico-Cayey","Public"," 4-year or above",1571398,1571398,0,15707570.24,17278968.2
"University of Puerto Rico-Humacao","Public"," 4-year or above",2211897,2211897,0,18646541.29,20858438.3
"University of Puerto Rico-Mayaguez","Public"," 4-year or above",15723078.63,15158437.69,564640.94,66225678.82,81948757.43
"University of Puerto Rico-Medical Sciences","Public"," 4-year or above",41780907.51,41715057.5,65850.01,28204906.91,69985814.41
"University of Puerto Rico-Ponce","Public"," 4-year or above",873627,873627,0,18495822.77,19369449.8
"University of Puerto Rico-Rio Piedras","Public"," 4-year or above",17974108.04,17828308.04,145800,65925492.5,83899600.54
"University of Puerto Rico-Utuado","Public"," 4-year or above",122500,122500,0,4295337.5,4417837.5
"University of Puget Sound","Private not-for-profit"," 4-year or above",723843,723843,0,21989463,22713306
"University of Redlands","Private not-for-profit"," 4-year or above",0,0,0,48043474.5,48043474.5
"University of Rhode Island","Public"," 4-year or above",57180686.5,55261441.43,1919245.07,108974391.34,166155077.8
"University of Richmond","Private not-for-profit"," 4-year or above",2089870.45,2089870.45,0,25249768,27339638.45
"University of Rio Grande","Private not-for-profit"," 4-year or above",0,0,0,12310349.08,12310349.1
"University of Rochester","Private not-for-profit"," 4-year or above",298334611.49,282848435.19,15486176.3,59874737,358209348.5
"University of Saint Francis-Fort Wayne","Private not-for-profit"," 4-year or above",330868,315868,15000,20930165,21261033
"University of Saint Joseph","Private not-for-profit"," 4-year or above",1411774,1411774,0,37072412.5,38484186.5
"University of Saint Mary","Private not-for-profit"," 4-year or above",97411,104826,-7415,15556055.26,15653466.3
"University of Saint Mary of the Lake","Private not-for-profit"," 4-year or above",0,0,0,37454,37454
"University of San Diego","Private not-for-profit"," 4-year or above",3632585,3073885,558700,111175282,114807867
"University of San Francisco","Private not-for-profit"," 4-year or above",341714.88,341714.88,0,122994989.33,123336704.2
"University of Science and Arts of Oklahoma","Public"," 4-year or above",708438,708438,0,4830672,5539110
"University of Scranton","Private not-for-profit"," 4-year or above",905111,905111,0,50060663,50965774
"University of Sioux Falls","Private not-for-profit"," 4-year or above",0,0,0,10503729,10503729
"University of South Alabama","Public"," 4-year or above",22592898.69,22312220.39,280678.3,152423911,175016809.7
"University of South Carolina-Aiken","Public"," 4-year or above",0,0,0,23706999.37,23706999.4
"University of South Carolina-Beaufort","Public"," 4-year or above",95388531.28,93494068.4,1894462.88,16772421.41,112160952.7
"University of South Carolina-Columbia","Public"," 4-year or above",611610.34,845558.88,-233948.54,270090294.04,270701904.3
"University of South Carolina-Salkehatchie","Public"," 2-year",0,0,0,4946602,4946602
"University of South Carolina-Sumter","Public"," 2-year",0,0,0,3132783,3132783
"University of South Carolina-Union","Public"," 2-year",0,0,0,2692026,2692026
"University of South Carolina-Upstate","Public"," 4-year or above",448488,448488,0,48052296.89,48500784.9
"University of South Dakota","Public"," 4-year or above",21333077.56,20943368.92,389708.64,72515157.18,93848234.76
