"cfda_number","family","program_title","agency","subagency","Recipient","obligation"
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Oregon",994964
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Pennsylvania",11263910
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Pittsburgh-Pittsburgh Campus",7975570
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Rochester",335465
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of South Alabama",1092787
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of South Carolina-Beaufort",869406
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of South Florida",6949959
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Southern California",12987372
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Texas Southwestern Medical Center",4271708
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Toledo",576984
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Utah",7699651
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Vermont",3000687
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Virginia",9109191
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Washington",6590944
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Wisconsin-Madison",7750952
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Wisconsin-Milwaukee",673206
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Vanderbilt University",18300044
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Virginia Commonwealth University",620249
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Virginia Polytechnic Institute and State University",412008
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Wake Forest University",4046891
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Washington State University",589022
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Washington University in St Louis",4075522
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Wayne State University",4176477
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","West Virginia University",396867
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Western University of Health Sciences",409223
